serial_number,monthly_income,employment_status,existing_loans,credit_score,loan_purpose,loan_amount_requested,debt_to_income_ratio,repayment_history,defaulted
5107,139077,Self-employed,1,441,Travel,2483470,0.335506568864526,Fair,1
5108,48427,Unemployed,1,511,Debt Consolidation,4608147,0.1901873457684981,Good,1
5109,29526,Employed,0,597,Home Improvement,5303889,0.7135179293229691,Poor,0
5110,119975,Self-employed,2,486,Travel,2266043,0.51,Fair,0
5111,29382,Employed,6,747,Education,2813742,0.53,Good,1
5112,34285,Self-employed,2,578,Education,1737466,0.5971278928200628,Good,1
5113,16440,Student,9,321,Education,3737333,0.1797393830296088,Poor,1
5114,163742,Student,7,326,Car Loan,1067216,0.3060954595586593,Fair,1
5115,152263,Student,9,405,Education,1635521,0.29,Good,0
5116,189398,Employed,8,814,Medical,4101556,0.49,Fair,1
5117,34157,Retired,4,596,Debt Consolidation,1097992,0.8,Good,1
5118,114508,Self-employed,5,697,Education,3833648,0.2,Good,1
5119,142870,Student,9,518,Travel,3408738,0.41,Good,1
5120,150490,Self-employed,9,818,Medical,1593428,0.3573230037324452,Poor,1
5121,49409,Employed,2,623,Medical,3912124,0.49,Poor,0
5122,143694,Retired,9,409,Medical,4943207,0.7538789699624444,Poor,1
5123,77735,Employed,0,850,Business,87968,0.5096477059912222,Fair,1
5124,159906,Self-employed,4,787,Travel,3081151,0.3245211285502196,Poor,0
5125,52924,Retired,10,773,Business,2726832,0.105953176413245,Poor,0
5126,182080,Retired,5,400,Medical,2972330,0.5898695369893788,Fair,1
5127,72099,Employed,1,811,Car Loan,3360950,0.67505627504633,Fair,0
5128,157359,Student,4,452,Education,4589611,0.5165373654946182,Fair,0
5129,61510,Self-employed,1,820,Debt Consolidation,2531345,0.4218772413642573,Fair,1
5130,82306,Unemployed,5,347,Travel,2466179,0.356084621059519,Poor,1
5131,176703,Unemployed,3,606,Car Loan,4694859,0.571448849711276,Poor,1
5132,19233,Employed,9,827,Home Improvement,1842299,0.2369689393053304,Fair,1
5133,36820,Self-employed,2,772,Business,2041787,0.4821918179402327,Poor,0
5134,24111,Self-employed,0,703,Education,141342,0.67,Good,1
5135,62977,Employed,1,618,Education,1012345,0.632020651478002,Poor,0
5136,36757,Self-employed,4,760,Home Improvement,3088770,0.7008590932659629,Good,0
5137,126672,Student,1,712,Home Improvement,4401655,0.19,Fair,0
5138,111203,Employed,1,347,Travel,3851059,0.1124783826906309,Fair,0
5139,93491,Student,6,377,Education,4216720,0.0996147034406919,Poor,1
5140,83244,Self-employed,8,766,Home Improvement,3906817,0.7610929066699654,Fair,1
5141,78679,Employed,3,776,Education,1366802,0.4179176664740411,Poor,0
5142,160040,Self-employed,4,589,Car Loan,3348677,0.2184537509936412,Poor,1
5143,146110,Employed,7,402,Travel,2918162,0.5821066762830623,Poor,0
5144,123651,Self-employed,1,348,Home Improvement,1564941,0.1914138265321457,Poor,0
5145,35884,Student,5,613,Car Loan,465063,0.7,Good,0
5146,69022,Student,5,786,Car Loan,4814957,0.648258355412317,Good,1
5147,29250,Self-employed,0,668,Home Improvement,1959909,0.3930156421778043,Fair,1
5148,34619,Employed,6,715,Travel,160703,0.2273901336400253,Good,1
5149,70795,Unemployed,0,682,Education,80711,0.1849856798088293,Fair,0
5150,125349,Student,6,676,Medical,4304434,0.5926377292978491,Fair,0
5151,168700,Student,0,389,Education,2688411,0.7408447282460153,Poor,1
5152,107357,Unemployed,0,397,Debt Consolidation,2742092,0.7019254554387362,Poor,1
5153,158284,Self-employed,9,660,Home Improvement,2251396,0.6035170941769037,Poor,0
5154,160044,Employed,7,342,Business,4105536,0.335186296337898,Poor,1
5155,148508,Self-employed,1,832,Travel,131887,0.3730904334570674,Poor,0
5156,83990,Retired,2,408,Home Improvement,729117,0.7352072043468358,Poor,1
5157,157084,Student,6,838,Debt Consolidation,4401664,0.1646475160204558,Good,0
5158,97203,Retired,2,479,Car Loan,3120038,0.41,Fair,1
5159,67288,Student,1,531,Business,4294720,0.1923979843141409,Fair,1
5160,97074,Student,9,596,Business,2018270,0.52,Poor,0
5161,113943,Retired,6,563,Education,1407195,0.5360292335496907,Good,0
5162,162387,Retired,1,594,Medical,4828580,0.7435582687056324,Poor,1
5163,106118,Self-employed,2,521,Education,3940364,0.34,Good,0
5164,157109,Retired,5,357,Travel,3859365,0.1465914483427078,Good,1
5165,29123,Self-employed,3,763,Business,329404,0.0977991679924148,Fair,1
5166,127528,Self-employed,6,300,Business,2719394,0.5398352828691846,Fair,0
5167,130437,Self-employed,2,415,Medical,761451,0.5069854102444461,Good,0
5168,22271,Student,4,494,Travel,4480745,0.5825362965692087,Fair,1
5169,21338,Student,5,507,Home Improvement,4230615,0.0841251539740638,Good,1
5170,185460,Retired,0,473,Medical,4330037,0.0545111337273394,Good,1
5171,166353,Student,8,550,Car Loan,349529,0.5713403006277534,Good,0
5172,164044,Retired,3,610,Education,641363,0.7280819353719985,Fair,1
5173,163203,Student,2,814,Home Improvement,1744008,0.4715112429929713,Poor,0
5174,167405,Employed,6,551,Education,3631504,0.5325601546870937,Fair,0
5175,124197,Employed,2,454,Medical,967839,0.7045135907183168,Poor,1
5176,196749,Retired,5,608,Home Improvement,3739354,0.05,Fair,0
5177,98238,Student,9,424,Medical,3301145,0.0871611894762076,Fair,1
5178,61922,Student,8,729,Car Loan,1353129,0.56,Poor,0
5179,164495,Self-employed,1,359,Debt Consolidation,4779457,0.5179371174362095,Good,0
5180,155478,Unemployed,9,412,Business,2951001,0.1556785145406861,Poor,1
5181,145725,Retired,6,466,Travel,4757039,0.1436259643304523,Good,0
5182,180142,Unemployed,7,490,Home Improvement,3565855,0.3986543250680386,Good,1
5183,65435,Unemployed,1,800,Business,2750354,0.5016204809908962,Fair,1
5184,85284,Retired,7,339,Debt Consolidation,2904879,0.3023001024562126,Fair,1
5185,185066,Student,4,850,Home Improvement,4474193,0.4500243753271727,Fair,1
5186,162820,Retired,0,758,Business,554933,0.52,Fair,0
5187,33283,Unemployed,7,741,Business,1631948,0.2669190140326501,Fair,0
5188,102764,Student,1,369,Home Improvement,253484,0.0491907252677025,Poor,0
5189,51639,Employed,9,369,Business,4271052,0.2559471218634742,Poor,1
5190,83697,Retired,7,583,Business,3817672,0.3079736793066885,Poor,1
5191,129185,Retired,6,483,Home Improvement,2023742,0.5431044090676802,Poor,1
5192,130231,Student,1,417,Travel,576031,0.3849788383633037,Fair,0
5193,35872,Employed,0,546,Business,3968056,0.1638315136533723,Poor,1
5194,23834,Employed,8,455,Business,168086,0.4293805552505876,Poor,0
5195,82167,Student,4,664,Travel,3765563,0.6758957622209153,Good,0
5196,152183,Self-employed,6,770,Education,4317692,0.1642715771042388,Fair,0
5197,49365,Retired,1,406,Car Loan,3237306,0.0872370420320015,Poor,1
5198,53212,Retired,3,611,Education,380574,0.4391710160768093,Poor,1
5199,158060,Unemployed,6,530,Debt Consolidation,4480528,0.0776354237231936,Poor,0
5200,188948,Student,2,460,Education,4801099,0.5678106145532164,Fair,0
5201,162052,Unemployed,9,753,Education,66287,0.422770544256286,Poor,1
5202,104893,Unemployed,0,488,Debt Consolidation,3659633,0.2254826892103217,Good,1
5203,43741,Employed,0,637,Business,4574991,0.5411561442642843,Fair,1
5204,125167,Retired,8,726,Business,1052367,0.1335996395521709,Good,0
5205,105071,Unemployed,0,407,Education,4887035,0.5,Fair,0
5206,129371,Employed,4,641,Debt Consolidation,791955,0.182146592893142,Poor,1
5207,121759,Student,5,642,Business,2147262,0.3299883374709667,Fair,0
5208,87978,Unemployed,9,346,Medical,1602554,0.7612606226377108,Fair,0
5209,138756,Retired,3,475,Home Improvement,81517,0.5063721604809532,Fair,1
5210,91329,Unemployed,0,652,Home Improvement,1318085,0.1,Good,0
5211,139243,Student,2,688,Car Loan,4824629,0.79,Fair,1
5212,108754,Unemployed,0,752,Home Improvement,3400599,0.425051340072705,Poor,0
5213,45133,Retired,6,342,Education,4656042,0.5376070964950768,Fair,1
5214,47861,Employed,6,764,Home Improvement,1985622,0.3113708827512336,Fair,0
5215,81386,Retired,7,539,Home Improvement,887472,0.2328119276872348,Poor,1
5216,100425,Employed,9,300,Medical,1870241,0.3318477321434532,Poor,0
5217,51806,Self-employed,3,759,Business,565004,0.1067320456870605,Good,0
5218,148587,Retired,9,783,Medical,2368686,0.0588668195666385,Poor,1
5219,124978,Retired,2,554,Education,3203350,0.5610258894050784,Poor,1
5220,178554,Student,3,620,Home Improvement,4895288,0.5969538893594212,Poor,1
5221,127927,Unemployed,3,682,Travel,2674082,0.5704744006363729,Fair,1
5222,71802,Employed,8,793,Business,1354251,0.6845238933361502,Good,1
5223,47999,Employed,1,815,Car Loan,4521711,0.6541381550672134,Poor,1
5224,83468,Student,7,738,Car Loan,3345733,0.1548813463405814,Poor,1
5225,113737,Student,9,536,Home Improvement,1037188,0.5900609492017087,Poor,1
5226,148424,Unemployed,7,426,Home Improvement,1432945,0.3390705752506188,Fair,1
5227,111426,Unemployed,5,585,Car Loan,541767,0.26,Fair,0
5228,204587,Retired,1,421,Car Loan,2899469,0.3055048492883519,Good,0
5229,186148,Self-employed,0,335,Travel,2257365,0.8300464594182562,Good,1
5230,63220,Unemployed,4,484,Education,786725,0.6362929777288285,Fair,0
5231,50362,Student,2,558,Home Improvement,1352204,0.64,Poor,0
5232,14222,Unemployed,8,850,Car Loan,3077372,0.5844337821340718,Poor,1
5233,133303,Employed,7,378,Travel,926692,0.187523898139844,Good,0
5234,107333,Self-employed,6,306,Debt Consolidation,4584336,0.717427553662114,Poor,0
5235,169844,Retired,8,702,Car Loan,2406536,0.1573439020908877,Fair,1
5236,124111,Employed,8,355,Business,3295569,0.4632071012713548,Good,1
5237,179101,Employed,3,650,Business,3641734,0.3614983726248266,Fair,0
5238,171686,Self-employed,5,850,Debt Consolidation,266125,0.4508504944524801,Fair,0
5239,184024,Retired,0,474,Education,4156751,0.06,Poor,1
5240,16728,Student,8,407,Home Improvement,4772851,0.8061522973423264,Fair,1
5241,17790,Retired,8,586,Home Improvement,194003,0.0822572791552478,Fair,1
5242,44344,Unemployed,7,427,Car Loan,4353473,0.4814585403617491,Poor,0
5243,66399,Employed,5,785,Business,4703965,0.7285065203083304,Fair,0
5244,67097,Unemployed,0,568,Education,2719209,0.5953532794038132,Poor,1
5245,83801,Student,7,818,Education,1548362,0.5732228730298957,Fair,0
5246,45309,Unemployed,0,368,Education,4469538,0.2071692915270322,Poor,0
5247,136929,Retired,0,677,Car Loan,1952594,0.61,Poor,1
5248,147520,Unemployed,7,738,Home Improvement,4740276,0.5114907631486968,Good,1
5249,30254,Student,3,404,Education,1645792,0.55,Fair,0
5250,154993,Student,2,324,Car Loan,2067175,0.0995174408263101,Fair,1
5251,50222,Student,9,601,Car Loan,1649738,0.08,Good,0
5252,163690,Retired,7,479,Debt Consolidation,2017969,0.21,Poor,1
5253,104424,Student,6,538,Medical,3134621,0.7590136744868337,Poor,0
5254,78476,Employed,5,699,Education,1662281,0.3616408779408179,Good,1
5255,148609,Student,2,470,Medical,1203689,0.56,Good,1
5256,90882,Unemployed,3,726,Home Improvement,2068523,0.5719705312514178,Poor,0
5257,93177,Unemployed,4,515,Car Loan,1156067,0.7498917243433016,Poor,1
5258,132718,Unemployed,7,713,Travel,578324,0.71,Good,1
5259,112452,Retired,2,525,Education,3016328,0.4970002763035058,Fair,1
5260,130060,Unemployed,0,847,Travel,803462,0.467099661958956,Poor,0
5261,91703,Retired,5,529,Business,200518,0.7613269079683347,Good,1
5262,64712,Retired,2,810,Home Improvement,3064754,0.0844869655611201,Fair,1
5263,154709,Student,9,689,Debt Consolidation,660114,0.3093771394013166,Fair,0
5264,137027,Employed,8,675,Debt Consolidation,363840,0.6671379147068134,Fair,1
5265,113774,Student,3,367,Medical,1892768,0.4820540906901919,Fair,0
5266,29523,Student,6,536,Car Loan,3601438,0.6815571423922574,Good,0
5267,123102,Retired,0,663,Medical,4296049,0.7385644773273679,Poor,0
5268,173288,Retired,1,435,Business,3516749,0.065094210539887,Fair,0
5269,34116,Unemployed,9,680,Business,3955595,0.7941334079891673,Fair,1
5270,154665,Unemployed,2,456,Debt Consolidation,1224403,0.5813494002794262,Good,1
5271,66651,Student,3,680,Travel,2160575,0.3746434098656117,Fair,0
5272,172489,Self-employed,3,648,Education,4845379,0.62,Good,0
5273,143193,Self-employed,4,455,Debt Consolidation,1207191,0.5713589932446478,Good,1
5274,159989,Unemployed,2,467,Debt Consolidation,3032404,0.17,Poor,0
5275,44087,Self-employed,5,353,Travel,4305743,0.18,Fair,1
5276,154821,Unemployed,8,753,Travel,2307352,0.4368123463787557,Poor,1
5277,172296,Retired,5,645,Business,244488,0.2257497025951857,Good,0
5278,99867,Student,4,474,Travel,2037547,0.4813456854748262,Fair,1
5279,172124,Employed,0,404,Medical,115168,0.3092000785936591,Good,1
5280,132109,Student,1,439,Business,2930725,0.7038610024953456,Good,1
5281,125153,Unemployed,8,300,Travel,1630503,0.3510466690632389,Good,0
5282,127133,Unemployed,4,696,Car Loan,2379453,0.5939066019253147,Fair,0
5283,166517,Student,6,704,Business,1575545,0.7883860914744851,Good,0
5284,20228,Unemployed,4,510,Business,4739951,0.5998588762439357,Good,1
5285,82052,Self-employed,3,789,Debt Consolidation,1577529,0.3548567690457289,Fair,1
5286,194914,Self-employed,8,559,Education,2691467,0.5256057245059338,Poor,0
5287,173497,Unemployed,3,554,Debt Consolidation,2377631,0.1838773821733721,Good,0
5288,142522,Unemployed,0,347,Home Improvement,655396,0.6924589083586211,Poor,0
5289,172713,Self-employed,4,423,Business,3707313,0.7608843830785267,Poor,0
5290,65150,Unemployed,6,676,Travel,3249627,0.4708978313474447,Poor,1
5291,162086,Unemployed,7,690,Travel,2561793,0.1625365223610215,Poor,1
5292,71677,Student,5,442,Travel,1083633,0.47,Poor,1
5293,175684,Employed,8,673,Business,3792710,0.6363314249461618,Poor,1
5294,67848,Self-employed,0,850,Travel,1301162,0.3704576904169516,Fair,0
5295,161676,Student,1,538,Home Improvement,3866426,0.4203897069396286,Fair,1
5296,58539,Employed,1,764,Business,2465821,0.42,Poor,1
5297,65748,Unemployed,6,631,Travel,1683792,0.4537261045488343,Fair,0
5298,105012,Unemployed,0,792,Business,3270865,0.41,Fair,0
5299,92839,Student,5,404,Car Loan,2042248,0.4983360766179548,Poor,1
5300,171930,Unemployed,7,500,Business,1958534,0.3309237261282812,Poor,1
5301,170324,Retired,0,792,Home Improvement,1449602,0.3943614946246286,Good,0
5302,178411,Student,7,765,Debt Consolidation,531226,0.3269054840482664,Fair,0
5303,58822,Employed,0,460,Business,4053866,0.11,Poor,1
5304,159071,Student,6,581,Education,4663877,0.72,Fair,0
5305,177338,Self-employed,6,449,Home Improvement,3844121,0.578209465455881,Fair,0
5306,21863,Student,6,319,Medical,4972269,0.1411705778822332,Fair,1
5307,20615,Unemployed,6,620,Car Loan,3399287,0.4337998267668256,Good,1
5308,110303,Unemployed,4,760,Home Improvement,3803357,0.1805068875789784,Poor,0
5309,164557,Retired,0,554,Debt Consolidation,4456648,0.7530938687834358,Fair,0
5310,129956,Retired,7,725,Travel,1194093,0.38436082570182,Poor,1
5311,57604,Retired,5,449,Travel,1287785,0.19,Fair,1
5312,36373,Employed,7,750,Home Improvement,306411,0.3144771657513089,Poor,0
5313,87052,Retired,0,457,Medical,902593,0.4911460833423404,Poor,0
5314,122114,Employed,1,348,Travel,348770,0.3730397675433726,Poor,0
5315,110540,Retired,2,841,Car Loan,2048058,0.7182851928556693,Fair,0
5316,124268,Employed,0,524,Education,2669634,0.0494752777223514,Good,0
5317,162354,Student,6,359,Medical,1741335,0.5190713369995446,Poor,1
5318,141373,Student,3,553,Home Improvement,3366033,0.3925537288676653,Good,1
5319,114975,Unemployed,2,531,Medical,2585176,0.8076025495793843,Poor,0
5320,127581,Employed,3,764,Travel,4145939,0.330756421299419,Good,1
5321,82112,Self-employed,4,334,Travel,4300760,0.6648900105034781,Poor,0
5322,94308,Unemployed,7,608,Home Improvement,736253,0.7622169740052198,Good,0
5323,36247,Student,5,357,Travel,879827,0.1046387398736385,Poor,0
5324,32024,Employed,10,737,Travel,3909418,0.6915114345470942,Poor,1
5325,111741,Retired,1,713,Education,2182992,0.6862012296297486,Good,1
5326,98679,Self-employed,4,516,Education,705860,0.3412082219395377,Poor,0
5327,116162,Student,0,547,Debt Consolidation,1601346,0.2987993827853252,Fair,0
5328,178091,Unemployed,2,404,Education,4302487,0.1025370693721508,Poor,0
5329,58554,Employed,2,619,Business,4452983,0.4029638957529989,Poor,1
5330,155070,Self-employed,5,723,Medical,4709693,0.54,Fair,0
5331,89546,Employed,9,438,Medical,3008310,0.0902481649174689,Fair,1
5332,179361,Retired,9,356,Home Improvement,3921041,0.3556071609808992,Fair,1
5333,28596,Unemployed,3,849,Education,4248318,0.2896176276181711,Good,0
5334,54973,Employed,6,401,Debt Consolidation,1238561,0.6416477602824775,Fair,0
5335,49567,Student,4,477,Travel,3110101,0.6527959367150751,Good,1
5336,77384,Unemployed,5,445,Debt Consolidation,4388925,0.6785811124650755,Fair,1
5337,98529,Student,5,811,Debt Consolidation,3823375,0.1780414911244838,Good,1
5338,61075,Employed,9,301,Car Loan,3686273,0.2540479871321387,Fair,1
5339,48340,Unemployed,7,416,Travel,4369839,0.51,Fair,0
5340,16928,Student,9,446,Business,1498175,0.3834210834206995,Poor,0
5341,158703,Retired,2,452,Education,964221,0.0758383341496529,Fair,0
5342,114779,Retired,7,344,Travel,3428839,0.4271659344012824,Poor,1
5343,159546,Employed,8,561,Debt Consolidation,286179,0.0557923775080538,Fair,0
5344,136787,Unemployed,10,608,Travel,1913993,0.2186157444012726,Fair,1
5345,69869,Self-employed,9,827,Business,2214909,0.24,Poor,0
5346,125226,Unemployed,7,567,Medical,2388495,0.2584896754591371,Poor,1
5347,27253,Retired,3,676,Home Improvement,595573,0.5593230303554846,Good,0
5348,110119,Student,8,346,Education,630969,0.23,Poor,0
5349,25699,Self-employed,1,565,Education,4995231,0.2012233410026211,Good,0
5350,166566,Employed,0,414,Car Loan,3984513,0.3765418973308921,Fair,1
5351,63901,Self-employed,3,590,Medical,443986,0.32,Poor,0
5352,54708,Employed,4,398,Education,183133,0.4429080771409641,Poor,0
5353,26320,Self-employed,1,586,Car Loan,3529833,0.6633757463215287,Fair,0
5354,43074,Employed,5,664,Car Loan,2054713,0.29,Fair,0
5355,19099,Employed,6,381,Car Loan,190708,0.5385064656770998,Fair,1
5356,37202,Self-employed,9,349,Education,2074161,0.1229252557586142,Fair,1
5357,34403,Self-employed,7,405,Education,4146530,0.52,Poor,0
5358,119658,Employed,1,646,Education,5106330,0.3036088386202035,Fair,0
5359,134693,Retired,9,527,Business,3780229,0.128463604170614,Fair,0
5360,58393,Self-employed,0,635,Car Loan,2580147,0.6132042164584558,Poor,0
5361,92853,Unemployed,8,711,Business,3172223,0.11,Good,0
5362,125855,Student,1,794,Home Improvement,1317865,0.5903202887670354,Poor,0
5363,42485,Employed,3,523,Education,3240278,0.7547830088977584,Good,1
5364,149314,Employed,2,342,Travel,1841983,0.5003565058763281,Fair,0
5365,64276,Student,8,761,Medical,1370710,0.5821122763077323,Poor,0
5366,129677,Retired,7,675,Debt Consolidation,1496598,0.2965594412311756,Fair,0
5367,57171,Student,6,340,Home Improvement,1928691,0.6695333950796084,Poor,1
5368,172359,Self-employed,9,421,Travel,2507241,0.14,Good,0
5369,42370,Student,0,564,Debt Consolidation,278719,0.6919593238598173,Poor,0
5370,151824,Employed,2,756,Debt Consolidation,3383404,0.56,Fair,1
5371,98964,Student,3,564,Education,618839,0.5292462789081986,Poor,1
5372,28587,Unemployed,5,720,Medical,2721330,0.5003178575510719,Fair,1
5373,24117,Self-employed,2,691,Debt Consolidation,2679701,0.4073334298738451,Poor,0
5374,21913,Student,7,671,Car Loan,124957,0.4500042298403308,Good,1
5375,132473,Employed,7,569,Travel,4914835,0.36,Poor,1
5376,121966,Self-employed,1,703,Debt Consolidation,4891733,0.2957020386411909,Poor,0
5377,76543,Employed,4,605,Home Improvement,3940685,0.5726503004139457,Poor,0
5378,103116,Retired,3,300,Medical,3248196,0.6667924169033284,Poor,0
5379,85415,Unemployed,0,845,Medical,1292187,0.3268743403396826,Good,0
5380,171694,Retired,1,458,Debt Consolidation,4992061,0.550021616426866,Fair,0
5381,119576,Unemployed,7,542,Medical,4344520,0.71,Poor,0
5382,134887,Student,6,850,Home Improvement,3104439,0.8065989187641031,Poor,0
5383,30516,Self-employed,7,367,Travel,4359316,0.4529015884248356,Poor,0
5384,126091,Student,3,445,Home Improvement,1168010,0.21397442221035,Good,0
5385,16737,Unemployed,7,642,Home Improvement,210618,0.24,Fair,0
5386,104956,Unemployed,0,557,Car Loan,2311889,0.3683680934488506,Fair,0
5387,58352,Unemployed,9,754,Education,1290499,0.0864220537427104,Poor,0
5388,38387,Employed,7,508,Debt Consolidation,4542631,0.38,Poor,1
5389,19617,Self-employed,8,624,Travel,3598194,0.4179686650692405,Fair,1
5390,92069,Student,3,850,Medical,3934891,0.1310571189629899,Poor,0
5391,85375,Student,8,308,Home Improvement,2039397,0.7484660486208806,Poor,0
5392,65575,Retired,2,580,Debt Consolidation,844082,0.31,Poor,1
5393,128221,Unemployed,4,665,Travel,749324,0.19,Good,1
5394,181985,Unemployed,1,460,Travel,394193,0.2951269834141822,Good,1
5395,18866,Unemployed,1,485,Debt Consolidation,3954292,0.5775598655810716,Fair,0
5396,179530,Student,2,357,Education,1961575,0.59,Good,1
5397,46602,Retired,9,596,Car Loan,2077027,0.6238195937685675,Good,1
5398,52784,Employed,8,803,Medical,3016504,0.5657691683724179,Fair,0
5399,203049,Self-employed,1,733,Car Loan,3699494,0.6751959022956315,Good,1
5400,20422,Employed,6,459,Travel,2194457,0.527014082232407,Fair,1
5401,181502,Student,5,850,Medical,282610,0.5027035049792098,Poor,0
5402,75057,Unemployed,0,343,Travel,3662546,0.2421748640125468,Fair,1
5403,51860,Self-employed,8,540,Home Improvement,4905162,0.5048248139377152,Fair,0
5404,131436,Student,6,515,Home Improvement,1712508,0.5507219834871308,Fair,1
5405,154707,Student,4,333,Debt Consolidation,2518450,0.18,Poor,0
5406,168541,Student,9,763,Medical,64522,0.4325565923743825,Poor,1
5407,187294,Self-employed,0,541,Medical,816584,0.0889505074728374,Poor,0
5408,133474,Self-employed,3,421,Travel,688061,0.55,Fair,0
5409,55191,Retired,1,634,Car Loan,340955,0.6886719534899058,Fair,0
5410,188926,Retired,7,590,Home Improvement,3977404,0.2653105915446656,Fair,0
5411,145617,Employed,0,416,Business,1358118,0.24,Fair,1
5412,196795,Self-employed,0,460,Debt Consolidation,4136518,0.1310103944940449,Fair,0
5413,84500,Self-employed,0,414,Medical,892822,0.5144080684255573,Fair,0
5414,79766,Self-employed,3,341,Education,3923543,0.615533806664852,Fair,1
5415,71435,Retired,8,481,Education,799233,0.2526284179716812,Good,1
5416,167035,Student,4,486,Business,717306,0.5324263736192099,Poor,1
5417,162333,Unemployed,0,374,Home Improvement,4094666,0.7749026422815687,Good,1
5418,131656,Retired,5,489,Home Improvement,4913189,0.6,Poor,0
5419,74161,Self-employed,8,363,Home Improvement,4143724,0.1132614788741864,Fair,1
5420,125146,Retired,5,332,Car Loan,2618917,0.6134048107691671,Good,1
5421,64418,Employed,8,607,Travel,3095596,0.3255629084130987,Fair,1
5422,35321,Self-employed,5,400,Education,804778,0.1023697006078729,Good,0
5423,80084,Employed,9,611,Home Improvement,4418418,0.0607975501497791,Good,1
5424,155496,Self-employed,4,417,Education,3737420,0.6906804194121318,Fair,0
5425,130905,Retired,2,359,Business,209416,0.2811039161505861,Good,1
5426,64344,Student,7,757,Debt Consolidation,3404992,0.5358052381097178,Good,1
5427,84765,Unemployed,3,330,Travel,279115,0.6147109988206394,Poor,1
5428,18303,Employed,6,738,Car Loan,4215864,0.630914978952998,Fair,1
5429,182442,Retired,5,541,Medical,932987,0.1257175849344965,Fair,1
5430,144577,Student,2,577,Business,3581168,0.3846240748649629,Good,1
5431,20368,Retired,6,539,Travel,3483799,0.49,Fair,1
5432,148602,Employed,9,796,Education,1802131,0.4133177657818155,Poor,0
5433,169000,Unemployed,6,850,Business,1092490,0.0727614134928494,Poor,1
5434,141737,Retired,7,591,Medical,2598439,0.5955749542433312,Fair,0
5435,168360,Self-employed,1,597,Travel,298148,0.7141960385011618,Fair,1
5436,96522,Student,7,429,Car Loan,2237965,0.7255892295453669,Poor,1
5437,78232,Retired,3,351,Debt Consolidation,4687649,0.7723288879135718,Fair,0
5438,105069,Student,2,502,Medical,241495,0.0843631757385013,Good,1
5439,134034,Self-employed,3,503,Travel,2114885,0.684790733030733,Fair,1
5440,174224,Unemployed,2,830,Car Loan,2862673,0.223163579669038,Good,0
5441,93092,Unemployed,7,414,Education,1233595,0.730118992089477,Poor,1
5442,25950,Self-employed,9,359,Medical,4034820,0.4703709536409668,Fair,0
5443,186712,Student,6,665,Business,2050035,0.0609618148550103,Poor,1
5444,103186,Retired,3,590,Home Improvement,585190,0.5792128765539261,Fair,1
5445,115959,Self-employed,8,428,Business,4204355,0.2375109577124019,Good,1
5446,135439,Employed,3,626,Education,4675069,0.3985420623851378,Fair,1
5447,71585,Student,1,771,Travel,2485850,0.36043864626364,Poor,0
5448,198284,Unemployed,5,598,Debt Consolidation,3540676,0.0508362542737611,Good,0
5449,193813,Self-employed,3,357,Medical,3304897,0.1931225689113233,Fair,0
5450,153001,Unemployed,9,631,Travel,3362223,0.7860077443452272,Poor,1
5451,78353,Student,9,404,Debt Consolidation,4277686,0.42,Poor,1
5452,153916,Unemployed,2,322,Education,1860052,0.4929011229894735,Fair,0
5453,20736,Self-employed,2,850,Medical,912457,0.3752714601281819,Poor,1
5454,34869,Student,2,748,Car Loan,4018191,0.7005975338368783,Good,0
5455,33834,Employed,3,605,Car Loan,5093252,0.7474723247757099,Fair,0
5456,43145,Self-employed,5,441,Travel,4584378,0.59,Good,1
5457,196879,Retired,5,377,Business,4900193,0.0610336161080488,Poor,0
5458,63637,Self-employed,1,615,Travel,1135247,0.6745584869073674,Poor,0
5459,44015,Student,7,768,Business,1710309,0.3188014316532681,Poor,0
5460,42389,Self-employed,1,671,Education,3599703,0.3442204300991406,Good,1
5461,59036,Employed,0,320,Car Loan,1897885,0.44,Poor,1
5462,21655,Employed,5,725,Medical,2370299,0.14,Fair,0
5463,170640,Retired,3,431,Car Loan,3707977,0.2387666707282892,Fair,0
5464,72174,Unemployed,0,721,Business,79657,0.1641577281705469,Poor,0
5465,99027,Student,2,358,Travel,3560069,0.4761938587605007,Fair,0
5466,40761,Student,5,565,Education,2170863,0.69,Good,1
5467,185948,Unemployed,7,582,Car Loan,4238241,0.36,Good,1
5468,98809,Employed,6,335,Education,4611986,0.1854902658123794,Poor,0
5469,154913,Employed,6,635,Car Loan,746272,0.3088653187816469,Fair,0
5470,86000,Self-employed,7,349,Travel,2854170,0.8494636967548369,Fair,1
5471,199476,Retired,0,560,Debt Consolidation,1407381,0.5098162584764789,Poor,1
5472,59813,Retired,0,521,Travel,5439259,0.4237611139146693,Good,0
5473,23600,Retired,1,770,Car Loan,238807,0.6778857011598877,Poor,1
5474,19917,Self-employed,8,562,Business,4105032,0.4115311910431994,Fair,1
5475,128018,Retired,8,637,Travel,3217889,0.5704012351266328,Fair,0
5476,102563,Unemployed,1,671,Medical,4285518,0.5385831552469136,Poor,1
5477,160874,Self-employed,6,455,Business,4340333,0.1583361106805928,Good,1
5478,169601,Unemployed,1,620,Business,657863,0.2917442771932717,Good,1
5479,18535,Self-employed,1,581,Business,1987150,0.3767036949438511,Poor,1
5480,51560,Retired,6,595,Education,1423949,0.3301950253506752,Fair,0
5481,68359,Unemployed,8,300,Home Improvement,2663309,0.2239983836542583,Good,0
